"rumah_sakit","specialty","golongan","service_code","nama_layanan"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000165","Ureterolisis"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000189","Orkiektomi Radikal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000195","Shunting Glans - Cavernosus"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000200","Eksplorasi Retroperitoneal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000206","Urethrotomi Eksternal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000216","Varikokelektomi Bilateral"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 1","UROD000228","Eksisi Korunkula Urethra"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000023","Insersi DJ Stent"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000032","Nefrolitotomi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000060","Sistoskopi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000068","Ureterolitotomi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000070","Uretero - Ureterostomi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000080","Eswl"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000125","Johanson I"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000127","Operasi Repair Buli Trauma"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000140","Prostatektomi Terbuka dan Sectio Alta"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000157","Skrotoplasti"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000166","Ureterolithotomi Distal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000177","Uretroskopi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000188","Limpadenektomi Regional"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000193","Prostatektomi Terbuka Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000199","Deroofing/ Unroofing Kista Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000207","Eksisi Bladder Neck"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000210","Deroofing/ Unroofing Ureterocele"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","BESAR 2","UROD000218","Skrotal Flap"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000011","Anatropic Nephrolithotomy (Bivalve)"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000022","Ileal Conduit Urinary Diversion (Bricker)"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000030","Nefrektomi per Laparoskopi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000031","Nefrektomi Radikal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000033","Nefrostomi Perkutan"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000044","Perineostomi Diversi/ Perineal Uretrotomi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000045","Pielolitotomi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000046","Pieloplasti"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000050","Pungsi dan Sklerosing Kista Ginjal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000051","Repair Fistel Vesikovagina"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000053","Repair Peyronie'S Disease"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000054","Repair Silikonoma Penis"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000058","Sistektomi Radikal"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000059","Sisto Lithotripsi"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000061","Trans Uretral Bladder Neck Insision"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000062","Trans Uretral Insisi (TUI) Prostat"
"Mitra Keluarga Bekasi Timur","BEDAH UROLOGI","KHUSUS 1","UROD000063","Trans Uretral Resection (TUR) Tumor Buli"
