"rumah_sakit","specialty","golongan","nama_layanan"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Perawatan Luka"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Lavage + Injeksi Sendi dengan Lokal Anestesi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Aff Implant Simple"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Aff K Wire 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Debridement + Nekrotomi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Bone for Graft"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Bursitis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Clavus Multiple"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Ganglion"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Polidaktili"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Radial Head"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Soft Tissue Tumor Kecil"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Tophus 1 buah"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Ekstraksi Loose Bodies"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Fasciotomi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Pasang Gips Body Jacket"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Pasang K Wire 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Pasang Skeletal Traksi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Pasang Skull Traction"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Cross Finger Flap"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Hecting Luka Ringan"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Insisi Abses Besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Manipulasi Frozen Shoulder (Narkosis)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Open Achilles Tendon Lengthening"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tendon Lengthening"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tendon Transfer 1 - 2 buah"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tenotomy Simple"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Kuretase Tumor Tulang Kecil"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release De Quervain"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release Epicondylitis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release Kontraktur Sendi Kecil"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release Plantar Fasciitis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release Torticolis Unipolar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release Trigger Finger"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Release Trigger Thumb"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Soft Tissue Release Kontraktur Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","V-Y Flap for Finger Tip Injury"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Repair Tendon Simple atau 1 - 2"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Reposisi Tertutup Dislokasi Jari Kaki"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Reposisi Tertutup Dislokasi Jari Tangan"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Reposisi Tertutup Fraktur"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Reposisi Tertutup Sendi besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Revisi Stump Sendi Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Skin Graft Kecil"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Aff K Wire tanpa Anestesi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Biopsi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Amputasi Distal dari Metatarsal (1 Jari)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Aplikasi Plaster Ekstremitas dan Vertebra"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Major Desloughing, Wound Debridement of Spine"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Synovectomy Small Joint"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Debridement Fraktur Terbuka"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Finger Tip Injury Single Digiti dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Jaringan Granulasi - Split Thickness Skin Graft (STSG)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Finger Tip Injury 2 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Discography 1 Level"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Debridement Digiti"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Drainase Infeksi Superficial"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Crush Injury Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tendon Sheath (Ekstremitas Atas, Ganglion/ Villo Nodular Synovitis, Excision)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Repair Ligamen"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Open Biopsi Tumor Vertebra"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Discography > 1 Level"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Repair Nail Bed Laceration > 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tendon (Extremitas Atas), Bowstringing/Entrapment, Pulley Rekonstruksi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tendon Sheath (Ekstremitas Atas, Tenosynovitis (Multiple), Drainase)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Intradiscal Electrothermal Therapy 1 Level (IDET)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Debridement dan Soft Tissue Release padaInfeksi Sendi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Full Thickness Skin Graft (FTSG) SingleDigiti"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Bursektomi Mini Open"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Decompresion of Nerve Entrapment Sindrome"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Multiple Digit Fingertip Injury > 2 jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","ORIF Fracture Base Metatarsal"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","ORIF Fracture Malleoulus (Single)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","ORIF K Wire Supracondylar Humerus Simple"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Percutaneous Tendon Tenotomy"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Remove Plate Screw"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","TLIF (Transforaminal Lumbar Interbody Fusion)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","ORIF Wire Manus (Phalang, Metacarpal)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Radiofrekuensi Lumbal"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Debridement ORIF Wire Digiti Manus"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Debridement + VAC"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Rekonstruksi Soft Tissue"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Injeksi Intralesi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Red Block + Transforaminal Epidural Steroid"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Percutaneous Pining/ Wiring"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Wound Debridement Crush Injury"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Marginal Excisi Bone Tumor"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Joint Stiffness Liberation"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Wide Excision Tumor"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Thenar Flap"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Fraktur Amputasi 1 - 2 Jari + Debridement"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Tenoraphy 1 Tendon"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Terapi Ablasi Radiofrekuensi Sendi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Aff Implant Kompleks"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Aff K Wire Multiple"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Amputasi Transmedular"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Ray Amputasi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Artrodesis Sendi Kecil"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Sacro Illiac Joint Injection"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Spinal Facet Block"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Spinal Epidural Injection"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Spinal Nerve Block"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Darrach Procedure"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Eksisi Kista Poplitea (Kista Baker)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Eksisi Osteochondroma"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Eksisi Soft Tissue Tumor Besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Eksisi Tophus 2 - 3 buah"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Eksisi Tophus 4 - 5 buah"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Eksplorasi dan Ekstraksi Corpus Alienum"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Fiksasi Eksterna"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","SEDANG 1","Gastrocnemius Flap"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Gluteal Flap"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Inguinal Flap"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Soleus Flap"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Open Biopsi Soft Tissue"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Open Biopsi Bone Tumor"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Open Epiphysiodesis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Muscle Transfer or Transplantation"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Fracture Simple"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Kuretase Tumor Tulang Panjang"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Patellectomy"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Rekonstruksi Distal Radio Ulnar Joint"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Rekonstruksi Polidaktili (Bilhaut Cloquet)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Reseksi + Rekonstruksi Tumor Tulang Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release Carpal Tunnel"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release Constriction Band"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release Dupuytren Contracture"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release Kontraktur Sendi Besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release Sindaktili"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release Torticolis Bipolar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Release/ Decompression Peripheral Nerve"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Sciatic Nerve Release/ Decompression"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Soft Tissue Release CTEV"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Hallux Valgus"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Hammer Toe"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Mallet Finger"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Medial Patello Femoral Ligament (MPFL)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Nerve Perifer"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Peripheral Nerve Grafting"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Tendon Kompleks atau > 2"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Vaskuler Perifer"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Open Reduction Dislokasi Sendi Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Revisi Stump Sendi Besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Skin Graft Besar/ Luas"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Synovectomy Major Joint"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Staged Local Flap Multiple Digit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Bursektomi Mini Open dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Amputasi Distal dari Metacarpal > 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Closed Reduction dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Finger Tip Injury > 2 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Vaskuler Besar dengan Graft"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Syme'S Amputation"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Mipo Sederhana"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Tenotomy dengan Kontraktur"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Debridement dan Soft Tissue Release pada Infeksi Sendi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Single Nerve Major"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Ray Amputasi Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Arteri Besar dengan Graft"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Ekstraksi Loose Bodies dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Microsurgery Repair Digital Nerve (Single)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Arthroplasty Small Joint dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Bone Graft"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Closed Reduction Internal Fixation (CRIF) K Wire Colles"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Debridement, Nekrotomy dan Saucerizationpada Chronic Osteomyelitis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Bimaleolus"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF K Wire Supracondylar Humerus + Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Fracture Radius Ulna"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Fracture Tibia Fibula"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Posteromedial Soft Tissue Release CTEV"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Remove Plate Screw + Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Tendon/ Syaraf/ Vaskular (Single)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Reposisi Terbuka dan Fiksasi Interna pada Kasus Salter - Harris III, dan IV"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF with Wires and Screw"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF LCP Plate"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Supracondylar Femur Single"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Tibial Plateau Single Plate"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Supracondylar Humerus Double Plate"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Fiksasi (ORIF) Double Plate"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Jari Cominutif"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Ligament Repair Ankle Joint Patella Shrinkage"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Selective Nerve Root Block (SNRB)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Wire Clavicula"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Plate and Screw Clavicula"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Amputasi Small Limb/ Joint"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Tension Band Wiring Patella"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Malleolus (Single) + Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Multiple Flexor Tendon Repair"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Tibia Proximal/ Distal"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Femur Distal"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Rekonstruksi Kontraktur"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Pasang K-Wire 2-3 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Fraktur Amputasi ≥ 3 Jari + Debridement"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Artrodesis Sendi Besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Triple Artrodesis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Crush Injury Manus/ Pedis (Fracture > 2Jari + Fracture + Ruptur Tendon)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Debridement of Infected Joint Replacement"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Debridement Osteomielitis"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Medial Patello Femoral Ligament (MPFL) Reconstruction"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Patellofemoral Realignment"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Tendon Transfer > 2 buah"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","ORIF Fracture Kompleks/ K Nail/ Interlocking Nail"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Femur Osteotomi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Korektif Osteotomi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Tibia Osteotomi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Rekonstruksi Tulang CTEV"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Rekonstruksi Defect Tulang dengan Bone Graft"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Repair Tendon Achilles"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 1","Rekonstruksi Tendon Achilles"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Repair Tendon Patella"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Open Reduction Dislokasi Sendi Besar"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Derotational Arthroplasty"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Girdlestone Arthroplasty"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","ORIF Fracture Kompleks"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","ORIF dengan K Nail"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","ORIF dengan Interlocking Nail"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Aff K Wire Close + Reduction"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Rekonstuksi Manus dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Arthroscopy Wrist Joint"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Reduksi Fraktur Simple dan Dislokasi dengan Anestesi Umum"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Cubital Periarthroscopy"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Repair Tendon Achilles Kompleks"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Crush Injury Lengan"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Haglund Osteotomy"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","ORIF Fracture Tulang Panjang pada Anak"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Repair Ligamen dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Repair Vaskuler Besar dengan Graft dan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Syme'S Amputation dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Rekonstruksi Patela dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Major Excision of Malignant Tumor dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Major Soft Tissue Muscle dan Tendon Release in Deformities of Cerebral Plasty + Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Mipo Kompleks"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Microsurgery Repair Digital Nerve (Multiple)"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Jari, Deformity, Intrinsic Muscle Release/ Tranfer/ Extensor Relocation"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Jari, Deformities, Major Reconstructive Procedure"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Sendi (Jari), Various Lesions, Replacement Arthroplasty"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Multiple Nerve Repair Kompleks"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Nerve Grafting, Interfascicular Repair and Neuromuscular Transfer"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Amputation of The Arm, Fore Arm, Below Knee, and Above Knee"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","BESAR 2","Bony Bridge Release pada Kasus Tarsal Coalition Discograph (1 Level)"
